"cle_retour_client";"note";"cle_produit";"ref_magasin";"date_achat";"libelle_source";"libelle_categorie";"recommandation"
158661;10;37;80;"2021-04-20";"email";"livraison";"1"
158662;8;46;62;"2021-06-23";"réseaux sociaux";"livraison";"1"
158663;10;137;79;"2021-09-08";"téléphone";"qualité produit";"1"
158664;9;69;42;"2021-03-31";"réseaux sociaux";"qualité produit";""
158665;10;84;63;"2021-03-15";"réseaux sociaux";"service après-vente";"1"
158666;7;54;33;"2021-10-08";"réseaux sociaux";"livraison";""
158667;8;20;16;"2021-10-24";"téléphone";"drive";"1"
158668;9;30;77;"2021-03-22";"email";"qualité produit";"1"
158669;10;51;68;"2021-08-26";"email";"livraison";"1"
158670;7;118;28;"2021-01-24";"réseaux sociaux";"service après-vente";""
158671;8;38;1;"2021-06-06";"téléphone";"livraison";"1"
158672;8;8;66;"2021-01-14";"email";"service après-vente";"1"
158673;7;64;62;"2021-07-07";"email";"service après-vente";"1"
158674;7;30;43;"2021-09-14";"email";"drive";"1"
158675;8;108;10;"2021-01-04";"email";"livraison";"1"
158676;9;110;5;"2021-04-10";"téléphone";"expérience en magasin";"1"
158677;7;69;9;"2021-02-06";"réseaux sociaux";"livraison";""
158678;8;54;40;"2021-03-04";"email";"qualité produit";"1"
158679;10;24;12;"2021-11-01";"téléphone";"qualité produit";"1"
158680;9;26;7;"2021-09-25";"réseaux sociaux";"service après-vente";"1"
158681;7;82;6;"2021-11-25";"email";"qualité produit";"1"
158682;8;12;14;"2021-04-04";"email";"qualité produit";"1"
158683;8;89;38;"2021-05-17";"email";"service après-vente";"1"
158684;10;77;27;"2021-03-15";"téléphone";"qualité produit";"1"
158685;8;14;22;"2021-05-15";"téléphone";"expérience en magasin";"1"
158686;7;70;33;"2021-06-25";"réseaux sociaux";"livraison";"1"
158687;9;46;43;"2021-12-05";"téléphone";"qualité produit";"1"
158688;9;15;67;"2021-11-14";"email";"livraison";"1"
158689;9;25;44;"2021-02-02";"téléphone";"expérience en magasin";"1"
158690;8;138;47;"2021-02-07";"réseaux sociaux";"service après-vente";""
158691;10;134;76;"2021-04-19";"téléphone";"service après-vente";"1"
158692;10;130;9;"2021-01-15";"email";"service après-vente";"1"
158693;8;55;16;"2021-05-16";"réseaux sociaux";"expérience en magasin";"1"
158694;9;85;45;"2021-07-01";"email";"livraison";"1"
158695;7;20;11;"2021-09-21";"email";"qualité produit";"1"
158696;7;82;7;"2021-05-16";"email";"livraison";"1"
158697;7;9;42;"2021-02-19";"réseaux sociaux";"livraison";""
158698;10;42;74;"2021-11-16";"réseaux sociaux";"livraison";""
158699;7;120;13;"2021-08-23";"téléphone";"qualité produit";"1"
158700;7;8;41;"2021-10-02";"téléphone";"livraison";"1"
158701;7;91;62;"2021-09-16";"réseaux sociaux";"qualité produit";""
158702;8;111;26;"2021-04-24";"email";"drive";"1"
158703;7;41;63;"2021-08-11";"email";"drive";"1"
158704;10;82;59;"2021-03-22";"email";"expérience en magasin";"1"
158705;6;35;13;"2021-01-25";"réseaux sociaux";"expérience en magasin";""
158706;7;58;76;"2021-02-10";"réseaux sociaux";"livraison";"1"
158707;10;61;69;"2021-07-12";"réseaux sociaux";"service après-vente";""
158708;9;139;20;"2021-09-22";"téléphone";"qualité produit";"1"
158709;7;135;53;"2021-03-11";"téléphone";"qualité produit";"1"
158710;7;55;62;"2021-04-21";"email";"service après-vente";"1"
158711;8;128;33;"2021-05-04";"email";"expérience en magasin";"1"
158712;8;63;23;"2021-10-22";"email";"drive";"1"
158713;2;83;81;"2021-11-13";"réseaux sociaux";"livraison";""
158714;7;87;28;"2021-03-11";"email";"service après-vente";"1"
158715;10;13;75;"2021-01-23";"téléphone";"livraison";"1"
158716;7;103;78;"2021-11-06";"téléphone";"qualité produit";"1"
158717;10;135;82;"2021-09-01";"réseaux sociaux";"service après-vente";""
158718;10;95;12;"2021-11-03";"téléphone";"service après-vente";"1"
158719;7;32;32;"2021-09-27";"email";"drive";"1"
158720;7;125;6;"2021-08-22";"réseaux sociaux";"expérience en magasin";""
158721;10;10;5;"2021-07-28";"téléphone";"drive";"1"
158722;7;90;14;"2021-08-03";"téléphone";"livraison";"1"
158723;7;127;51;"2021-06-26";"email";"service après-vente";"1"
158724;9;72;8;"2021-07-01";"réseaux sociaux";"service après-vente";""
158725;7;135;51;"2021-04-22";"téléphone";"drive";"1"
158726;10;81;21;"2021-09-16";"téléphone";"livraison";"1"
158727;9;5;80;"2021-09-05";"email";"service après-vente";"1"
158728;7;27;76;"2021-12-03";"téléphone";"drive";"1"
158729;7;67;58;"2021-01-17";"réseaux sociaux";"expérience en magasin";""
158730;7;3;51;"2021-12-05";"téléphone";"drive";"1"
158731;10;64;83;"2021-06-19";"réseaux sociaux";"livraison";""
158732;10;6;23;"2021-07-10";"téléphone";"expérience en magasin";"1"
158733;9;110;50;"2021-08-21";"réseaux sociaux";"expérience en magasin";"1"
158734;7;55;12;"2021-02-11";"réseaux sociaux";"expérience en magasin";""
158735;7;47;79;"2021-06-11";"téléphone";"service après-vente";"1"
158736;7;47;33;"2021-07-18";"téléphone";"livraison";"1"
158737;8;10;74;"2021-12-26";"email";"livraison";"1"
158738;9;91;4;"2021-06-04";"réseaux sociaux";"expérience en magasin";""
158739;8;129;49;"2021-04-07";"réseaux sociaux";"service après-vente";"1"
158740;9;48;35;"2021-08-07";"réseaux sociaux";"livraison";"1"
158741;10;130;19;"2021-04-12";"téléphone";"livraison";"1"
158742;7;10;34;"2021-12-13";"email";"service après-vente";"1"
158743;6;25;70;"2021-07-03";"réseaux sociaux";"drive";""
158744;7;32;80;"2021-11-29";"téléphone";"drive";"0"
158745;7;76;48;"2021-07-26";"téléphone";"qualité produit";"1"
158746;7;69;23;"2021-01-06";"réseaux sociaux";"service après-vente";""
158747;7;142;64;"2021-02-14";"email";"expérience en magasin";"1"
158748;7;107;26;"2021-09-22";"téléphone";"expérience en magasin";"1"
158749;6;42;74;"2021-04-27";"réseaux sociaux";"drive";""
158750;8;19;40;"2021-08-24";"téléphone";"drive";"1"
158751;10;140;15;"2021-07-11";"téléphone";"service après-vente";"1"
158752;7;48;1;"2021-11-22";"téléphone";"livraison";"1"
158753;7;82;40;"2021-11-15";"téléphone";"drive";"1"
158754;10;84;15;"2021-12-07";"email";"service après-vente";"1"
158755;6;67;68;"2021-12-17";"réseaux sociaux";"drive";""
158756;9;71;42;"2021-05-18";"téléphone";"livraison";"1"
158757;10;39;40;"2021-12-19";"réseaux sociaux";"drive";""
158758;10;98;27;"2021-04-04";"réseaux sociaux";"drive";""
158759;9;6;35;"2021-10-21";"réseaux sociaux";"expérience en magasin";""
158760;6;14;2;"2021-12-12";"téléphone";"livraison";"0"
158761;7;73;28;"2021-10-21";"email";"expérience en magasin";"1"
158762;7;14;34;"2021-04-06";"réseaux sociaux";"drive";""
158763;10;66;62;"2021-06-20";"réseaux sociaux";"expérience en magasin";"1"
158764;8;142;37;"2021-08-18";"réseaux sociaux";"drive";"1"
158765;9;141;80;"2021-11-24";"téléphone";"qualité produit";"1"
158766;10;29;64;"2021-04-12";"réseaux sociaux";"livraison";""
158767;9;93;2;"2021-07-15";"réseaux sociaux";"qualité produit";""
158768;8;126;34;"2021-02-27";"téléphone";"drive";"1"
158769;9;99;56;"2021-11-29";"téléphone";"livraison";"1"
158770;7;72;54;"2021-07-28";"téléphone";"expérience en magasin";"1"
158771;9;115;69;"2021-03-15";"téléphone";"qualité produit";"1"
158772;7;40;18;"2021-06-24";"réseaux sociaux";"drive";""
158773;7;40;32;"2021-06-28";"email";"livraison";"1"
158774;9;111;27;"2021-09-06";"email";"service après-vente";"1"
158775;8;143;77;"2021-01-31";"téléphone";"expérience en magasin";"1"
158776;8;5;76;"2021-02-21";"email";"qualité produit";"1"
158777;10;47;53;"2021-04-30";"réseaux sociaux";"qualité produit";""
158778;7;135;76;"2021-05-09";"réseaux sociaux";"service après-vente";""
158779;7;60;82;"2021-05-11";"téléphone";"service après-vente";"1"
158780;8;50;23;"2021-09-30";"réseaux sociaux";"livraison";"1"
158781;8;59;41;"2021-10-08";"email";"expérience en magasin";"0"
158782;10;39;79;"2021-09-20";"téléphone";"qualité produit";"1"
158783;8;140;83;"2021-08-08";"email";"drive";"1"
158784;9;66;62;"2021-05-17";"réseaux sociaux";"livraison";"1"
158785;8;58;2;"2021-11-29";"email";"service après-vente";"1"
158786;6;61;59;"2021-11-11";"téléphone";"qualité produit";"1"
158787;10;90;63;"2021-02-22";"réseaux sociaux";"drive";""
158788;7;49;75;"2021-04-21";"email";"drive";"1"
158789;6;105;51;"2021-01-19";"réseaux sociaux";"drive";""
158790;7;16;17;"2021-06-02";"email";"drive";"1"
158791;9;101;3;"2021-10-29";"réseaux sociaux";"livraison";""
158792;0;129;46;"2021-05-19";"email";"service après-vente";"0"
158793;9;82;49;"2021-04-20";"téléphone";"drive";"1"
158794;6;114;44;"2021-12-07";"email";"qualité produit";"1"
158795;9;97;54;"2021-08-21";"réseaux sociaux";"livraison";""
158796;9;110;57;"2021-06-06";"téléphone";"drive";"0"
158797;8;141;2;"2021-05-01";"réseaux sociaux";"livraison";"1"
158798;9;124;16;"2021-05-08";"email";"expérience en magasin";"1"
158799;9;33;46;"2021-10-23";"téléphone";"service après-vente";"1"
158800;9;54;8;"2021-05-10";"réseaux sociaux";"drive";""
158801;7;125;39;"2021-03-18";"téléphone";"livraison";"1"
158802;9;49;56;"2021-12-17";"réseaux sociaux";"drive";"1"
158803;9;137;69;"2021-12-11";"téléphone";"expérience en magasin";"1"
158804;7;135;81;"2021-04-15";"réseaux sociaux";"livraison";"1"
158805;8;111;38;"2021-11-14";"réseaux sociaux";"service après-vente";"1"
158806;10;79;51;"2021-05-19";"réseaux sociaux";"service après-vente";""
158807;10;84;42;"2021-11-15";"réseaux sociaux";"drive";"1"
158808;1;112;65;"2021-02-23";"téléphone";"expérience en magasin";"1"
158809;8;105;82;"2021-10-22";"réseaux sociaux";"qualité produit";"1"
158810;8;48;39;"2021-01-01";"téléphone";"qualité produit";"1"
158811;7;107;49;"2021-10-05";"téléphone";"qualité produit";"1"
158812;8;119;17;"2021-10-16";"réseaux sociaux";"qualité produit";""
158813;8;104;18;"2021-06-24";"téléphone";"drive";"1"
158814;7;37;33;"2021-08-27";"réseaux sociaux";"service après-vente";"1"
158815;8;103;59;"2021-06-10";"réseaux sociaux";"service après-vente";""
158816;1;37;53;"2021-07-28";"réseaux sociaux";"expérience en magasin";""
158817;9;7;43;"2021-01-27";"téléphone";"livraison";"1"
158818;8;127;31;"2021-10-08";"email";"livraison";"1"
158819;8;141;8;"2021-03-07";"réseaux sociaux";"livraison";"1"
158820;9;55;41;"2021-04-13";"téléphone";"livraison";"1"
158821;6;114;14;"2021-01-04";"réseaux sociaux";"drive";""
158822;10;110;17;"2021-01-22";"email";"qualité produit";"1"
158823;9;113;29;"2021-11-14";"réseaux sociaux";"drive";"1"
158824;7;34;79;"2021-06-13";"téléphone";"expérience en magasin";"1"
158825;10;30;75;"2021-12-03";"réseaux sociaux";"drive";"1"
158826;10;131;79;"2021-10-31";"email";"drive";"1"
158827;7;95;82;"2021-06-20";"réseaux sociaux";"livraison";""
158828;10;53;49;"2021-06-30";"réseaux sociaux";"qualité produit";""
158829;7;21;18;"2021-10-01";"téléphone";"service après-vente";"1"
158830;9;131;69;"2021-07-28";"réseaux sociaux";"livraison";""
158831;8;115;28;"2021-04-25";"email";"qualité produit";"1"
158832;10;124;81;"2021-07-18";"réseaux sociaux";"service après-vente";""
158833;1;11;21;"2021-03-03";"réseaux sociaux";"service après-vente";""
158834;8;40;51;"2021-05-01";"réseaux sociaux";"livraison";"1"
158835;8;121;24;"2021-08-08";"téléphone";"livraison";"1"
158836;8;1;32;"2021-03-26";"téléphone";"livraison";"1"
158837;9;87;26;"2021-09-29";"téléphone";"livraison";"1"
158838;7;105;72;"2021-04-11";"réseaux sociaux";"drive";""
158839;10;120;6;"2021-12-08";"téléphone";"drive";"1"
158840;10;17;51;"2021-04-24";"réseaux sociaux";"livraison";"1"
158841;6;16;61;"2021-10-02";"téléphone";"qualité produit";"1"
158842;10;118;2;"2021-06-22";"téléphone";"qualité produit";"1"
158843;9;98;54;"2021-06-05";"réseaux sociaux";"expérience en magasin";""
158844;6;75;10;"2021-05-27";"réseaux sociaux";"qualité produit";""
158845;7;111;79;"2021-07-14";"téléphone";"service après-vente";"1"
158846;10;2;59;"2021-05-09";"réseaux sociaux";"qualité produit";""
158847;0;2;82;"2021-05-31";"email";"livraison";"0"
158848;9;10;11;"2021-10-05";"téléphone";"drive";"1"
158849;9;143;14;"2021-11-08";"téléphone";"qualité produit";"1"
158850;10;139;16;"2021-05-20";"réseaux sociaux";"service après-vente";""
158851;10;131;78;"2021-02-27";"téléphone";"livraison";"1"
158852;1;23;24;"2021-01-20";"téléphone";"livraison";"1"
158853;6;59;50;"2021-10-07";"email";"livraison";"1"
158854;7;130;4;"2021-04-05";"téléphone";"drive";"1"
158855;7;134;74;"2021-01-05";"email";"service après-vente";"1"
158856;8;104;8;"2021-06-04";"téléphone";"qualité produit";"1"
158857;10;30;2;"2021-12-07";"email";"drive";"1"
158858;8;13;44;"2021-12-26";"téléphone";"expérience en magasin";"1"
158859;10;29;19;"2021-10-20";"réseaux sociaux";"expérience en magasin";""
158860;7;36;15;"2021-08-08";"téléphone";"expérience en magasin";"1"
158861;8;47;3;"2021-11-05";"réseaux sociaux";"expérience en magasin";""
158862;6;108;77;"2021-01-27";"email";"drive";"1"
158863;9;107;21;"2021-01-15";"email";"expérience en magasin";"1"
158864;1;105;33;"2021-05-02";"téléphone";"livraison";"0"
158865;9;19;52;"2021-09-09";"réseaux sociaux";"drive";""
158866;10;64;54;"2021-06-28";"téléphone";"drive";"1"
158867;8;143;20;"2021-01-06";"réseaux sociaux";"livraison";"1"
158868;8;57;21;"2021-05-08";"réseaux sociaux";"livraison";"1"
158869;6;14;53;"2021-06-19";"email";"livraison";"1"
158870;8;37;13;"2021-08-30";"email";"livraison";"1"
158871;6;142;54;"2021-11-07";"réseaux sociaux";"qualité produit";""
158872;10;123;68;"2021-06-24";"réseaux sociaux";"service après-vente";"1"
158873;7;103;11;"2021-07-29";"téléphone";"drive";"1"
158874;1;28;38;"2021-04-23";"téléphone";"drive";"0"
158875;9;104;5;"2021-05-01";"téléphone";"livraison";"0"
158876;7;15;57;"2021-05-25";"téléphone";"drive";"1"
158877;10;86;9;"2021-09-22";"email";"livraison";"1"
158878;6;94;66;"2021-04-08";"téléphone";"qualité produit";"0"
158879;1;112;80;"2021-01-27";"réseaux sociaux";"service après-vente";""
158880;10;22;42;"2021-11-17";"téléphone";"service après-vente";"1"
158881;7;97;37;"2021-02-10";"téléphone";"expérience en magasin";"1"
158882;9;56;11;"2021-08-10";"réseaux sociaux";"qualité produit";""
158883;9;99;22;"2021-08-18";"téléphone";"expérience en magasin";"1"
158884;6;5;82;"2021-08-09";"téléphone";"drive";"1"
158885;6;101;3;"2021-07-18";"téléphone";"livraison";"1"
158886;6;95;36;"2021-07-07";"email";"service après-vente";"1"
158887;6;46;30;"2021-12-23";"réseaux sociaux";"expérience en magasin";""
158888;10;86;43;"2021-03-11";"réseaux sociaux";"expérience en magasin";""
158889;8;28;66;"2021-01-16";"réseaux sociaux";"livraison";""
158890;9;80;70;"2021-06-08";"email";"expérience en magasin";"1"
158891;8;75;19;"2021-11-08";"email";"qualité produit";"1"
158892;9;70;19;"2021-07-04";"email";"service après-vente";"1"
158893;10;125;51;"2021-10-19";"réseaux sociaux";"drive";""
158894;10;31;4;"2021-11-07";"email";"qualité produit";"1"
158895;6;38;10;"2021-12-13";"réseaux sociaux";"livraison";""
158896;7;79;17;"2021-11-11";"réseaux sociaux";"service après-vente";""
158897;1;98;37;"2021-01-03";"réseaux sociaux";"drive";""
158898;6;57;10;"2021-11-08";"email";"service après-vente";"1"
158899;8;66;39;"2021-07-13";"email";"drive";"1"
158900;8;38;12;"2021-12-06";"email";"expérience en magasin";"1"
158901;9;83;37;"2021-04-04";"réseaux sociaux";"expérience en magasin";"1"
158902;6;73;13;"2021-01-14";"téléphone";"service après-vente";"1"
158903;10;106;42;"2021-04-05";"email";"livraison";"1"
158904;10;55;37;"2021-08-13";"réseaux sociaux";"service après-vente";"1"
158905;7;102;14;"2021-05-09";"email";"qualité produit";"1"
158906;8;53;29;"2021-03-13";"téléphone";"drive";"1"
158907;8;58;36;"2021-10-13";"téléphone";"drive";"1"
158908;10;100;45;"2021-02-02";"téléphone";"drive";"1"
158909;0;79;64;"2021-10-10";"email";"service après-vente";"1"
158910;10;114;19;"2021-10-31";"email";"expérience en magasin";"1"
158911;6;120;16;"2021-11-18";"téléphone";"service après-vente";"1"
158912;7;50;16;"2021-06-19";"email";"service après-vente";"1"
158913;6;111;67;"2021-01-17";"réseaux sociaux";"expérience en magasin";""
158914;10;77;21;"2021-02-21";"réseaux sociaux";"service après-vente";"1"
158915;10;37;16;"2021-10-24";"réseaux sociaux";"drive";""
158916;10;131;27;"2021-03-24";"email";"qualité produit";"1"
158917;7;62;63;"2021-01-08";"téléphone";"qualité produit";"0"
158918;10;98;57;"2021-01-29";"email";"livraison";"1"
158919;7;126;6;"2021-04-16";"téléphone";"service après-vente";"0"
158920;8;83;67;"2021-06-22";"réseaux sociaux";"livraison";""
158921;6;48;17;"2021-09-14";"téléphone";"service après-vente";"0"
158922;7;125;29;"2021-01-05";"réseaux sociaux";"drive";""
158923;9;81;22;"2021-07-03";"email";"expérience en magasin";"1"
158924;7;54;51;"2021-12-15";"email";"drive";"1"
158925;0;108;51;"2021-03-22";"email";"service après-vente";"0"
158926;8;85;2;"2021-03-16";"email";"drive";"1"
158927;8;14;67;"2021-05-28";"téléphone";"expérience en magasin";"1"
158928;8;33;22;"2021-12-21";"email";"livraison";"1"
158929;10;97;1;"2021-08-16";"téléphone";"expérience en magasin";"1"
158930;9;91;42;"2021-10-21";"email";"expérience en magasin";"1"
158931;6;124;62;"2021-02-07";"téléphone";"livraison";"1"
158932;8;127;81;"2021-12-07";"réseaux sociaux";"expérience en magasin";""
158933;10;53;36;"2021-02-16";"réseaux sociaux";"service après-vente";"1"
158934;10;9;75;"2021-02-11";"réseaux sociaux";"drive";"1"
158935;10;36;44;"2021-12-04";"téléphone";"service après-vente";"1"
158936;8;100;16;"2021-07-02";"téléphone";"drive";"1"
158937;9;113;61;"2021-05-14";"réseaux sociaux";"expérience en magasin";"1"
158938;7;118;41;"2021-07-26";"réseaux sociaux";"expérience en magasin";""
158939;9;59;61;"2021-01-24";"téléphone";"drive";"1"
158940;7;142;65;"2021-08-23";"email";"livraison";"1"
158941;8;140;73;"2021-08-26";"réseaux sociaux";"drive";""
158942;8;75;42;"2021-07-05";"téléphone";"livraison";"1"
158943;9;22;19;"2021-05-14";"téléphone";"qualité produit";"1"
158944;9;73;19;"2021-10-07";"téléphone";"expérience en magasin";"1"
158945;9;63;42;"2021-01-06";"réseaux sociaux";"expérience en magasin";"1"
158946;6;110;53;"2021-01-09";"email";"service après-vente";"1"
158947;0;36;58;"2021-03-13";"email";"livraison";"0"
158948;6;55;17;"2021-07-20";"email";"service après-vente";"0"
158949;10;57;29;"2021-03-05";"email";"service après-vente";"1"
158950;8;87;80;"2021-07-13";"réseaux sociaux";"qualité produit";"1"
158951;1;61;9;"2021-10-08";"téléphone";"livraison";"1"
158952;6;80;79;"2021-04-01";"téléphone";"expérience en magasin";"1"
158953;8;16;43;"2021-09-13";"réseaux sociaux";"qualité produit";"1"
158954;7;86;70;"2021-04-27";"réseaux sociaux";"drive";""
